,A,Q,Context,len_Context,label
22803,I can't help it! It's the shoes!,What are you doing?,"Now, that's a happy face. I'm sorry, Lisa. People go to a children's dance recital expecting a certain level of professionalism. Heavens to Betsy, the star of the show is sick! Whatever will we do? There's only one person who can get us out of this pickle. Lisa? What are you doing?",4.0,0.0
22804,"Oh, please stop!",Nobody upstages Little Vicki!,"I'm sorry, Lisa. People go to a children's dance recital expecting a certain level of professionalism. Heavens to Betsy, the star of the show is sick! Whatever will we do? There's only one person who can get us out of this pickle. Lisa? What are you doing? Nobody upstages Little Vicki!",4.0,0.0
22805,Stop clapping!,I'm just getting started!,"Heavens to Betsy, the star of the show is sick! Whatever will we do? There's only one person who can get us out of this pickle. Lisa? What are you doing? Nobody upstages Little Vicki! I'm just getting started!",4.0,0.0
22806,"Oh, thanks, Dad.","Lisa's gone berserk! Do something, Homer! Do something!","What are you doing? Nobody upstages Little Vicki! I'm just getting started! Lisa's gone berserk! Do something, Homer! Do something!",4.0,0.0
22807,"I'm sorry, Vicki. I just wanted to be a dancer so badly.",Self-tapping shoes?! I'm ever so pissed!,"Nobody upstages Little Vicki! I'm just getting started! Lisa's gone berserk! Do something, Homer! Do something! Self-tapping shoes?! I'm ever so pissed!",4.0,0.0
22808,You mean I danced all by myself?,I understand. We all do crazy things when we're desperate. I once destroyed Buddy Ebsen's credit rating.,"I'm just getting started! Lisa's gone berserk! Do something, Homer! Do something! Self-tapping shoes?! I'm ever so pissed! I understand. We all do crazy things when we're desperate. I once destroyed Buddy Ebsen's credit rating.",4.0,0.0
22809,"Forget it, Dad. I guess I'm never gonna be your Broadway Baby.","Oh. Ohhhhh. Well, now that I look even closer...","Lisa's gone berserk! Do something, Homer! Do something! Self-tapping shoes?! I'm ever so pissed! I understand. We all do crazy things when we're desperate. I once destroyed Buddy Ebsen's credit rating. Oh. Ohhhhh. Well, now that I look even closer...",4.0,0.0
22810,You think so?,"That's not true, honey. You can always write a depressing Broadway play of some kind.","Self-tapping shoes?! I'm ever so pissed! I understand. We all do crazy things when we're desperate. I once destroyed Buddy Ebsen's credit rating. Oh. Ohhhhh. Well, now that I look even closer... That's not true, honey. You can always write a depressing Broadway play of some kind.",4.0,0.0
22811,"Oh, I love you guys.","Hey, yeah. You could load it up with lots of swears. That's what David Mamet does.","I understand. We all do crazy things when we're desperate. I once destroyed Buddy Ebsen's credit rating. Oh. Ohhhhh. Well, now that I look even closer... That's not true, honey. You can always write a depressing Broadway play of some kind. Hey, yeah. You could load it up with lots of swears. That's what David Mamet does.",4.0,0.0
22828,It was amazing how fast Dad betrayed his vision of a realistic show.,Mamma mia!,"The cops found me driving on the sidewalk. ""The Malarkeys,"" ""Dumbin' It Down""... Mamma mia! Now I'll have to do it. Mamma mia!",4.0,0.0
22829,"Shut up all of you, or I'll sue.","Every day I thought about firing Marge. You know, just to shake things up.","""The Malarkeys,"" ""Dumbin' It Down""... Mamma mia! Now I'll have to do it. Mamma mia! Every day I thought about firing Marge. You know, just to shake things up.",4.0,0.0
22830,"Suddenly, I was invited to every birthday party. Sometimes I'd have to read the cake just to know who I was singing to.","I first knew the show was a hit when I walked into school, and a kid was wearing a Bart Simpson T-shirt. Fox had an endless supply of clever slogans, man.","Mamma mia! Now I'll have to do it. Mamma mia! Every day I thought about firing Marge. You know, just to shake things up. I first knew the show was a hit when I walked into school, and a kid was wearing a Bart Simpson T-shirt. Fox had an endless supply of clever slogans, man.",4.0,0.0
22836,What kind of song should we play?,"Yeah, forget the donuts! We're here to go-nuts! Musically, that is!","Awards and honors are great, but they don't pay the pickle man. Fine! I'll do ""Teen Wolf III."" I've got fair-weather friends to feed. Desperate to polish their tarnished image, the family agreed to a live appearance at the Iowa State Fair. Yeah, forget the donuts! We're here to go-nuts! Musically, that is!",4.0,0.0
22837,Swings!,Rocks!,"Fine! I'll do ""Teen Wolf III."" I've got fair-weather friends to feed. Desperate to polish their tarnished image, the family agreed to a live appearance at the Iowa State Fair. Yeah, forget the donuts! We're here to go-nuts! Musically, that is! Rocks!",4.0,0.0
22838,Swings!,Rocks!,"Desperate to polish their tarnished image, the family agreed to a live appearance at the Iowa State Fair. Yeah, forget the donuts! We're here to go-nuts! Musically, that is! Rocks! Rocks!",4.0,0.0
22839,"Folks, we're just having a little family tiff. If you'll just bear with us...","You don't have the guts, little man!","Yeah, forget the donuts! We're here to go-nuts! Musically, that is! Rocks! Rocks! You don't have the guts, little man!",4.0,0.0
22840,"Oh, that's it!","Oh, shut up! Always trying to act so mature... I'm glad you make the least money.","Rocks! Rocks! You don't have the guts, little man! Oh, shut up! Always trying to act so mature... I'm glad you make the least money.",4.0,0.0
22857,"Yeah, right. / I'm sure. / Pffft.",I have a boyfriend.,"Sweep faster! It's almost time for your beating! Horribly delicious. Eh, what're you gonna do? I have a boyfriend.",4.0,0.0
22858,Oh yeah? What's his name?,What? I do.,"Horribly delicious. Eh, what're you gonna do? I have a boyfriend. What? I do.",4.0,0.0
22859,George Cauldron? Maybe he can fix me up with Ed Ladle.,"Uh, George... Cauldron.","Eh, what're you gonna do? I have a boyfriend. What? I do. Uh, George... Cauldron.",4.0,0.0
22860,"Father, I knew you'd rescue us!","Mmm, sugar walls.","I have a boyfriend. What? I do. Uh, George... Cauldron. Mmm, sugar walls.",4.0,0.0
22871,"Here we are. ""In a pinch, badgers have even been known to eat woodpeckers.""",Must you embarrass me?,"C'mon, Lis. There's gotta be a way to lure that badger out. Hmm... stoats, stoats... Then what's this? Must you embarrass me?",4.0,0.0
22872,"No, Dad! We don't want to kill him! Let's call animal control.",Get it.,"Hmm... stoats, stoats... Then what's this? Must you embarrass me? Get it.",4.0,0.0
22873,How did the badger do that without ripping your shirt?,Great idea. Then we should call the doctor about this.,Then what's this? Must you embarrass me? Get it. Great idea. Then we should call the doctor about this.,4.0,0.0
22884,It is my birthday.,"Oh, come on. Tell us how we can make it up to you. Hey, pretend it's your birthday.","And now, the grand finale... ""Get Lisa's jammed tape out of VCR."" Oop, wait a minute... There. Fire in the hole! Hmm. It's gonna take a lot of fireworks to clean this place up. Uh, honey, there's a point in every father's life when he blows up his daughter's room. Oh Lisa, this must be a rough time for you. Do you have any friends or family you can stay with? Oh, come on. Tell us how we can make it up to you. Hey, pretend it's your birthday.",4.0,0.0
22885,"Well, the Book Festival starts today...","That's the spirit. Now, what do you want to do?","Uh, honey, there's a point in every father's life when he blows up his daughter's room. Oh Lisa, this must be a rough time for you. Do you have any friends or family you can stay with? Oh, come on. Tell us how we can make it up to you. Hey, pretend it's your birthday. That's the spirit. Now, what do you want to do?",4.0,0.0
22904,"Oh, the earth is the best. That's why I'm a vegetarian.",Thank you. This planet needs every friend it can get.,"Yeah, sure. Fire in the hole! Yeah, but I started before it was cool. Thank you. This planet needs every friend it can get.",4.0,0.0
22905,"Well, um, I was thinking of going vegan!","Well, that's a start.","Fire in the hole! Yeah, but I started before it was cool. Thank you. This planet needs every friend it can get. Well, that's a start.",4.0,0.0
22906,Wow. Um... I started an organic compost pile at home.,"Uh, yeah, I'm a level five vegan. I won't eat anything that casts a shadow.","Yeah, but I started before it was cool. Thank you. This planet needs every friend it can get. Well, that's a start. Uh, yeah, I'm a level five vegan. I won't eat anything that casts a shadow.",4.0,0.0
22907,"Oh, it's so decomposed! Do you think I could join Dirt First? Oh, thank you, thank you!",Only at home? You mean you don't pocket-mulch?,"Thank you. This planet needs every friend it can get. Well, that's a start. Uh, yeah, I'm a level five vegan. I won't eat anything that casts a shadow. Only at home? You mean you don't pocket-mulch?",4.0,0.0
22908,"You're welcome to come, too.",Have a good time at your hippie club.,"Well, that's a start. Uh, yeah, I'm a level five vegan. I won't eat anything that casts a shadow. Only at home? You mean you don't pocket-mulch? Have a good time at your hippie club.",4.0,0.0
22914,He said I was hard core.,"Right, Lisa! You're hard core!","Gentlemen, start your chain saws. Now you come down from there, Missy! Hang in there, Laura! Right, Lisa! You're hard core!",4.0,0.0
22915,"It's okay, Mom! I have a safety line!","Oh, no. My baby's up there!","Now you come down from there, Missy! Hang in there, Laura! Right, Lisa! You're hard core! Oh, no. My baby's up there!",4.0,0.0
22916,All right! A care bucket.,"I'm sorry, I wasn't listening. I was lost in your eyes.","Hang in there, Laura! Right, Lisa! You're hard core! Oh, no. My baby's up there! I'm sorry, I wasn't listening. I was lost in your eyes.",4.0,0.0
22940,Da-ad!,Ha!,"Well, a little do-re-mi will smooth this over. Oh, come now. Everyone has his price. Shh-shh, the grownups are talking, honey. Ha!",4.0,0.0
22941,"Forget about him, Dad. I'm proud of you.","Huh? Oh, why did he have to say that extra thing?","Oh, come now. Everyone has his price. Shh-shh, the grownups are talking, honey. Ha! Huh? Oh, why did he have to say that extra thing?",4.0,0.0
22942,"Well, there's lots of needy kids out there...","Aw, thank you, sweetheart, but what should I do with this dirty, ill-gotten money? I better throw it in the garbage.","Shh-shh, the grownups are talking, honey. Ha! Huh? Oh, why did he have to say that extra thing? Aw, thank you, sweetheart, but what should I do with this dirty, ill-gotten money? I better throw it in the garbage.",4.0,0.0
22943,"No, Dad. You could really brighten the holidays for those less fortunate.",I see what you're saying -- I need to buy a gun.,"Ha! Huh? Oh, why did he have to say that extra thing? Aw, thank you, sweetheart, but what should I do with this dirty, ill-gotten money? I better throw it in the garbage. I see what you're saying -- I need to buy a gun.",4.0,0.0
22953,Mom wants you to come to bed.,"Yep, you can't go wrong with Mr. X.","$5000 for a computer and it can't handle a simple assignment. You're it! They found a switchblade in my locker. Yep, you can't go wrong with Mr. X.",4.0,0.0
22954,"You have to offer people something: a joke, an opinion, an idea...",I can't. My web page hasn't gotten a single hit. Come on.,"You're it! They found a switchblade in my locker. Yep, you can't go wrong with Mr. X. I can't. My web page hasn't gotten a single hit. Come on.",4.0,0.0
22955,You can't post that on the Internet. You don't even know if it's true.,"Hmm, that's the kind of dirt that belongs on my web page.","They found a switchblade in my locker. Yep, you can't go wrong with Mr. X. I can't. My web page hasn't gotten a single hit. Come on. Hmm, that's the kind of dirt that belongs on my web page.",4.0,0.0
22964,What happened to Mom?,"Man, magic can do anything!","Oh. They ought to call that a ""Large Island Iced Tea."" No, ""Long"" is better. Mmm. That's no gentleman, that's my husband. Man, magic can do anything!",4.0,0.0
22968,It looks like a sturgeon.,What the hell is that?!,"Wow, it's approved by the Royal Magic College of Hyderabad. It is not! Nuh-uh! What the hell is that?!",4.0,0.0
23014,"Dad, I think you're overreacting.","You're right. But just to be safe, maybe I should chain him up.","It's obvious what's happening. I'm being replaced by a younger, more in-your-face version of me. Maybe five bucks would refresh my memory. Who pays for that wedding? You're right. But just to be safe, maybe I should chain him up.",4.0,0.0
23015,This session's over.,I think you're underreacting.,"Maybe five bucks would refresh my memory. Who pays for that wedding? You're right. But just to be safe, maybe I should chain him up. I think you're underreacting.",4.0,0.0
23016,Goodbye.,This session's under.,"Who pays for that wedding? You're right. But just to be safe, maybe I should chain him up. I think you're underreacting. This session's under.",4.0,0.0
23020,How would you know? Your backhand looks like a rusty gate.,"Now Lisa, you know that's not true.","Absolutely, sweetie. No, of course not. Now aim for your mother's heart. Lisa's your teammate? Now Lisa, you know that's not true.",4.0,0.0
23039,But you have recruiting ads on TV. Why do you need subliminal messages?,"Oh, come on, Lisa. We've always used pop stars to recruit people. Going back to Elvis. Then there was Sergeant Pepper's... The Captain and Tennille... And the KISS army.","Subliminal messages? Do you have any idea how insane that sounds? A navy tattoo? Do you have any idea how insane that sounds? Yeah, that's right. Lieutenant L.T. Smash. Oh, come on, Lisa. We've always used pop stars to recruit people. Going back to Elvis. Then there was Sergeant Pepper's... The Captain and Tennille... And the KISS army.",4.0,0.0
23040,Super-liminal?,"Eh, it's a three-pronged attack: subliminal, liminal, and super-liminal.","A navy tattoo? Do you have any idea how insane that sounds? Yeah, that's right. Lieutenant L.T. Smash. Oh, come on, Lisa. We've always used pop stars to recruit people. Going back to Elvis. Then there was Sergeant Pepper's... The Captain and Tennille... And the KISS army. Eh, it's a three-pronged attack: subliminal, liminal, and super-liminal.",4.0,0.0
23069,"Yeah, she's a real purist.",You sure this was done by hand?,You're faulty! What do you want? We're offering a recess-and-lunch package that's very affordable. You sure this was done by hand?,4.0,0.0
23070,Wow. There's so much I don't understand about bullying.,And sometimes we fall in love...,What do you want? We're offering a recess-and-lunch package that's very affordable. You sure this was done by hand? And sometimes we fall in love...,4.0,0.0
23071,Um-um.,"Yeah, there's a lotta history there. Did you know it predates agriculture.","We're offering a recess-and-lunch package that's very affordable. You sure this was done by hand? And sometimes we fall in love... Yeah, there's a lotta history there. Did you know it predates agriculture.",4.0,0.0
23072,I just don't understand Francine's motivation. Why does she only go after the smart ones?,Let's walk. Finish the job.,"You sure this was done by hand? And sometimes we fall in love... Yeah, there's a lotta history there. Did you know it predates agriculture. Let's walk. Finish the job.",4.0,0.0
23073,Someone will. I'm gonna crack the bully code.,That's like asking the square root of a million. No one will ever know.,"And sometimes we fall in love... Yeah, there's a lotta history there. Did you know it predates agriculture. Let's walk. Finish the job. That's like asking the square root of a million. No one will ever know.",4.0,0.0
23080,Please? It's for science.,"No, not at all. Swab away. Whoa, whoa, no one mentioned a beaker.","I'm not mastering another stair until you explain the purpose of this monstrous experiment. Then I shall drip like a pot roast. You really don't want that. Trust me. No, not at all. Swab away. Whoa, whoa, no one mentioned a beaker.",4.0,0.0
23081,Shh. It's working. Look.,"Lisa, this is outrageous! Explain yourself!","Then I shall drip like a pot roast. You really don't want that. Trust me. No, not at all. Swab away. Whoa, whoa, no one mentioned a beaker. Lisa, this is outrageous! Explain yourself!",4.0,0.0
23082,Yes!,Sorry. I'm so sorry.,"You really don't want that. Trust me. No, not at all. Swab away. Whoa, whoa, no one mentioned a beaker. Lisa, this is outrageous! Explain yourself! Sorry. I'm so sorry.",4.0,0.0
23086,"For as long as there have been smart people, there have been bullies to prey on them. From Galileo...To Sir Isaac Newton...And even in the animal kingdom... But why do the brawny prey on the brainy? Is it jealousy? No. The reason is chemical.",Bullies? / Where? / I'm afraid! / ETC.,"That's quite an act to follow, Lisa. Where? What? / She's just a little girl... / Still in the larval stage... / Let's not listen... Bullies? / Where? / I'm afraid! / ETC.",4.0,0.0
23087,"Please, Dr. Koop. Let me demonstrate. This is my test subject, Francine. I'd like to thank her parents for helping with the caging.",She's a witch!,Where? What? / She's just a little girl... / Still in the larval stage... / Let's not listen... Bullies? / Where? / I'm afraid! / ETC. She's a witch!,4.0,0.0
23088,"I have isolated the chemical which is emitted by every geek, dork, and four-eyes. I call it ""Poindextrose"".",Lemme outta here!,What? / She's just a little girl... / Still in the larval stage... / Let's not listen... Bullies? / Where? / I'm afraid! / ETC. She's a witch! Lemme outta here!,4.0,0.0
23089,"The bully has caught my scent, and she's at maximum rage. Professor Frink?","You're dead, nerd!","Bullies? / Where? / I'm afraid! / ETC. She's a witch! Lemme outta here! You're dead, nerd!",4.0,0.0
23090,"Actually, it's just ordinary salad dressing.",The little girl's invented some sort of bully repellent!,"She's a witch! Lemme outta here! You're dead, nerd! The little girl's invented some sort of bully repellent!",4.0,0.0
23091,"The pungent vinegar and tangy Roquefort block the smell receptors, rendering the bully harmless.",So that's where that went.,"Lemme outta here! You're dead, nerd! The little girl's invented some sort of bully repellent! So that's where that went.",4.0,0.0
23092,A gift certificate from J.C. Penney?,"Congratulations, Lisa. You are truly the standout of this year's Big Science Thing.","You're dead, nerd! The little girl's invented some sort of bully repellent! So that's where that went. Congratulations, Lisa. You are truly the standout of this year's Big Science Thing.",4.0,0.0
23093,"No, Dad! Didn't you listen to anything I said?",So all her bullying was just to get some attention.,"The little girl's invented some sort of bully repellent! So that's where that went. Congratulations, Lisa. You are truly the standout of this year's Big Science Thing. So all her bullying was just to get some attention.",4.0,0.0
23094,The repellent's all gone!,"Lisa, help!","So that's where that went. Congratulations, Lisa. You are truly the standout of this year's Big Science Thing. So all her bullying was just to get some attention. Lisa, help!",4.0,0.0
23108,That's terrible!,Mm. Poachers.,"Now we sit quietly, and wait for nature to unveil herself. What did you just see, Lisa? What did you just see? Mm. Poachers.",4.0,0.0
23109,I don't care. I hate them.,"Now, honey, poachers are nature's way of keeping the balance. Whenever there are so many species that people get confused and angry, a poacher is born.","What did you just see, Lisa? What did you just see? Mm. Poachers. Now, honey, poachers are nature's way of keeping the balance. Whenever there are so many species that people get confused and angry, a poacher is born.",4.0,0.0
23120,The chimps are running a diamond mine?!,I'm talking about this.,"What? What is it, Pointy? Somebody light this monkey. Help! Bad monkey! That's right. And we're not leaving till we rescue every animal here. I'm talking about this.",4.0,0.0
23121,Dr. Bushwell!,"Why, what fascinating behavior. I... I must document this new activity.","Somebody light this monkey. Help! Bad monkey! That's right. And we're not leaving till we rescue every animal here. I'm talking about this. Why, what fascinating behavior. I... I must document this new activity.",4.0,0.0
23129,This is why I can't have nice things.,I'm sorry. I thought he was a party robot.,"That's Milhouse. And it sounds like he has big news! No, Lisa, but I sure don't want to eat this crappy breakfast. Aw, he loves beer. Here, little fella. I'm sorry. I thought he was a party robot.",4.0,0.0
23136,Sentence fragment is also a sentence fragment.,Sentence fragment.,En Fran̤ais. My thumb! Lie still. Sentence fragment.,4.0,0.0
23137,"Just come on. Uh-oh, the bus!",Must conserve battery power.,My thumb! Lie still. Sentence fragment. Must conserve battery power.,4.0,0.0
23146,Just like me!,I don't really have any friends.,"It's understandable. All the schools in this area were built from identical plans. I guess they didn't have enough money to hire I.M. Pei. My name's Thelonious. Yes, the esoteric appeal is worth the beatings. I don't really have any friends.",4.0,0.0
23151,Can you take me to school? Please?,I stole it from McBain after I cut off your father's thumb.,"Yeah, yeah. We all got problems. Why, I'd be delighted to sell you some illegally smuggled goods. Lisa! I stole it from McBain after I cut off your father's thumb.",4.0,0.0
23160,"We're the neighbors, and we don't think.",My place? What would the neighbors think?,"I didn't have a ""crush"" on her. Flanders has cooties, Flanders has cooties. Hey, she's coming this way! My place? What would the neighbors think?",4.0,0.0
23164,You said we were doing this out of friendship.,Now for the awkward part. We gotta talk about money.,"Yea-- What? Say bye, Mr. Flanders. Sure, of course I do, but life goes on, ashes to ashes, turn, turn, turn, long live rock, and so forth. Now for the awkward part. We gotta talk about money.",4.0,0.0
23165,It looks like an amusement park.,"Here's our house... a rainbow... a white hand shaking a black hand... Praiseland? Rides, food, a tithing pond.","Say bye, Mr. Flanders. Sure, of course I do, but life goes on, ashes to ashes, turn, turn, turn, long live rock, and so forth. Now for the awkward part. We gotta talk about money. Here's our house... a rainbow... a white hand shaking a black hand... Praiseland? Rides, food, a tithing pond.",4.0,0.0
23206,"Help me, Bart!",This is partly my fault. Prank be undone! Destroy the evil one! Not me...,"Here's Lisa Simpson! My sweet little angel! Hey, we stayed for your kids! This is partly my fault. Prank be undone! Destroy the evil one! Not me...",4.0,0.0
23207,"Bart, you saved me.",My enchanted shin! How could you know that was the source of my po-werrr?...,"My sweet little angel! Hey, we stayed for your kids! This is partly my fault. Prank be undone! Destroy the evil one! Not me... My enchanted shin! How could you know that was the source of my po-werrr?...",4.0,0.0
23208,"Bart, let's stop this stupid rivalry. Even if you never become a great sorcerer, you're still an okay brother.",Ew.,"Hey, we stayed for your kids! This is partly my fault. Prank be undone! Destroy the evil one! Not me... My enchanted shin! How could you know that was the source of my po-werrr?... Ew.",4.0,0.0
23243,No!,Is there any way we can enhance your dining experience by hurting an animal?,"You're hired. Very disappointing. Oh, very good. Would you like that with the fragrant bee bellies? Or the cat noses? Is there any way we can enhance your dining experience by hurting an animal?",4.0,0.0
23276,"No it's not, it's apt! Apt! Don't you see what Mr. Burns has done to this church?",That is a false analogy.,"...and thank Crazy Larry, whose Big-Screen TV prices are insane-ane-ane! And now to deliver a special sermon on the sanctity of deliciousness... the Noid! Quiet, Lisa. Everyone in the store is looking at you! Lisa, it's still the same basic message. We've just dressed it up a little. That is a false analogy.",4.0,0.0
23277,"Those are all wonderful things. But they've cost the church its soul. And I, for one, will not be a part of it!",He put ice in the urinals.,"Quiet, Lisa. Everyone in the store is looking at you! Lisa, it's still the same basic message. We've just dressed it up a little. That is a false analogy. He put ice in the urinals.",4.0,0.0
23278,No! I'm leaving this church forever!,Do you want your hand stamped so you can come back in?,"Lisa, it's still the same basic message. We've just dressed it up a little. That is a false analogy. He put ice in the urinals. Do you want your hand stamped so you can come back in?",4.0,0.0
23284,I'm going out for a walk.,"How 'bout Judaism? When you turn thirteen, cha-ching.","Still lookin' for a new faith? Hey, how 'bout one of those religions where you eat a human heart? How 'bout Methodist? How 'bout Judaism? When you turn thirteen, cha-ching.",4.0,0.0
23288,That would be so great.,We all have dreams. Mine is of a free Tibet.,"Oh yeah, if I didn't have inner peace, I'd completely go psycho on all you guys all the time. Well, you've come to the right place. Buddhism teaches that suffering is caused by desire. It's a good thing Buddhism teaches freedom from desire. 'Cause I've got the desire to kick your ass. We all have dreams. Mine is of a free Tibet.",4.0,0.0
23298,Awww...,"Lisa, we love you and we're not trying to put any pressure on you.","I was just making Christmas cookies. But since you don't believe in Christmas anymore, I guess you don't want any. Oh. Hello, Lisa. Ah. Well, you do have a present under the tree. I guess no one told Santa you were a Buddhist. Lisa, we love you and we're not trying to put any pressure on you.",4.0,0.0
23299,No!,Lick it... Lick it...,"Oh. Hello, Lisa. Ah. Well, you do have a present under the tree. I guess no one told Santa you were a Buddhist. Lisa, we love you and we're not trying to put any pressure on you. Lick it... Lick it...",4.0,0.0
23303,"Oh, I'll send you an email greeting card.","You can celebrate any holiday. And you know, my birthday is August thirty-first.","You know, we are meditating. Those guys are way off. Anyway, your family didn't have to trick you. Buddhists respect the diversity of other religions as long as they're based on love and compassion. It's true. So why don't you go home. I'm sure your family really misses you. You can celebrate any holiday. And you know, my birthday is August thirty-first.",4.0,0.0
23304,Now I really should be getting back to my family.,Sweet.,"Those guys are way off. Anyway, your family didn't have to trick you. Buddhists respect the diversity of other religions as long as they're based on love and compassion. It's true. So why don't you go home. I'm sure your family really misses you. You can celebrate any holiday. And you know, my birthday is August thirty-first. Sweet.",4.0,0.0
23308,"Thanks, Mom. Hey, where's my pony?","Well, I'm just glad you're back. And don't worry, honey, I'll pray double hard for both of us. Now let's get you some Christmas cookies.","Lisa? You came back! So you're back on the winning team? So you're just going to pay lip service to our church? Well, I'm just glad you're back. And don't worry, honey, I'll pray double hard for both of us. Now let's get you some Christmas cookies.",4.0,0.0
23309,"I'm serious, make with the pony.",Yes! Merry Christmas to us all.,"So you're back on the winning team? So you're just going to pay lip service to our church? Well, I'm just glad you're back. And don't worry, honey, I'll pray double hard for both of us. Now let's get you some Christmas cookies. Yes! Merry Christmas to us all.",4.0,0.0
23310,"Here, Clip-Clop. Here pony, pony.",And a happy and healthy New Year.,"So you're just going to pay lip service to our church? Well, I'm just glad you're back. And don't worry, honey, I'll pray double hard for both of us. Now let's get you some Christmas cookies. Yes! Merry Christmas to us all. And a happy and healthy New Year.",4.0,0.0
23356,"Principal Skinner, you're just stealing.",Hmf. Here's your bond issue. Quick. Take these.,Wee! Wee! Wee! Wee! Sorry. I know. Doesn't it just honk you off? And our school board's cut us back to sixteen! All of them lanthanides. Hmf. Here's your bond issue. Quick. Take these.,4.0,0.0
23360,Nooo!,Go gamecocks!,"Wow, cool! Uh, I guess we're leaving, too. Don't worry, honey. We can't afford this now, but when it's time for college, I promise my darling daughter can go to the finest school there is. In South Carolina. You will too! Go gamecocks!",4.0,0.0
23365,"Well Bart, you really understand women.","All right, I know what to do. I'll dump her like she's never been dumped before, then we'll go right back to being friends.","Oh, man. What a dork. Lisa, I only lied because it was the easiest way to get what I wanted. Hey, I didn't lead her on. I always played it light and breezy. All right, I know what to do. I'll dump her like she's never been dumped before, then we'll go right back to being friends.",4.0,0.0
23366,And where were you?,"Lis, women are easy. State capitals are hard.","Lisa, I only lied because it was the easiest way to get what I wanted. Hey, I didn't lead her on. I always played it light and breezy. All right, I know what to do. I'll dump her like she's never been dumped before, then we'll go right back to being friends. Lis, women are easy. State capitals are hard.",4.0,0.0
23406,"Yes, sir.","Joan, give me your dessert.","God wants you to lead the French army to what? Victory? We're French! We don't even have a word for it. Joan, give me your dessert. Joan, give me your dessert.",4.0,0.0
23424,"Ronaldo used to send me a letter every month, but then they stopped. That's why I called the orphanage, but they said he'd disappeared.",Don't you know the boys from Brazil are little Hitlers? I saw it in a movie. Whose name I can't remember.,That's it. We're just going to have to pay for that call to Brazil. The one I didn't make and Marge didn't make and Bart didn't make and hence no one in the house made. Why did you do it? Don't you know the boys from Brazil are little Hitlers? I saw it in a movie. Whose name I can't remember.,4.0,0.0
23425,"Well, then they started pressuring me for more donations. And you can't hang up on a nun.",How come you talked for four hundred dollars?,The one I didn't make and Marge didn't make and Bart didn't make and hence no one in the house made. Why did you do it? Don't you know the boys from Brazil are little Hitlers? I saw it in a movie. Whose name I can't remember. How come you talked for four hundred dollars?,4.0,0.0
23426,"When I sent my first donation, the charity mailed me this video.",That's right. They have powers.,Why did you do it? Don't you know the boys from Brazil are little Hitlers? I saw it in a movie. Whose name I can't remember. How come you talked for four hundred dollars? That's right. They have powers.,4.0,0.0
23427,Awww.,"Hi, Lisa. Thank you for your donation. Because of your generosity, I bought sturdy shoes that will last for a thousand sambas.","Don't you know the boys from Brazil are little Hitlers? I saw it in a movie. Whose name I can't remember. How come you talked for four hundred dollars? That's right. They have powers. Hi, Lisa. Thank you for your donation. Because of your generosity, I bought sturdy shoes that will last for a thousand sambas.",4.0,0.0
23428,A hundred and fifty-six million.,"Oh, that poor little boy. We've got to find him. How many people live in Brazil?","How come you talked for four hundred dollars? That's right. They have powers. Hi, Lisa. Thank you for your donation. Because of your generosity, I bought sturdy shoes that will last for a thousand sambas. Oh, that poor little boy. We've got to find him. How many people live in Brazil?",4.0,0.0
23429,"Not if we buy our tickets on the internet. It's really cheap if we change planes in Phoenix, Honolulu, Sun City, and East St. Louis, spend a night in a haunted house and leave right now.","I don't know, it's awfully expensive to fly to Brazil.","That's right. They have powers. Hi, Lisa. Thank you for your donation. Because of your generosity, I bought sturdy shoes that will last for a thousand sambas. Oh, that poor little boy. We've got to find him. How many people live in Brazil? I don't know, it's awfully expensive to fly to Brazil.",4.0,0.0
23430,Except Antarctica.,Then I'll have been on every continent.,"Hi, Lisa. Thank you for your donation. Because of your generosity, I bought sturdy shoes that will last for a thousand sambas. Oh, that poor little boy. We've got to find him. How many people live in Brazil? I don't know, it's awfully expensive to fly to Brazil. Then I'll have been on every continent.",4.0,0.0
23434,Yes.,So hot snow falls up?,"Wait, wait, wait, wait, wait. So in August... it's cold? And in February... it's hot? So it's opposite land. Crooks chase cops, cats have puppies... So hot snow falls up?",4.0,0.0
23439,We're never gonna find him.,That's plan B.,"...I WILL EAT THIS TOBLERONE / AND I WILL NOT PAY! What a charming neighborhood. Ooh, they look like Skittles. That's plan B.",4.0,0.0
23467,Two million.,How many shares of stock will it take to end this conversation?,"What up, man? This is my manager slash sister, Lisa. Bart, I'm not a woman, and I can't have babies. But I can give life to animated internet cartoons. Let me show you one of our hottest shows, ""Bin Laden in a Blender."" Now Bart, we can't pay you salary, but, uh, we can give you stock. How many shares of stock will it take to end this conversation?",4.0,0.0
23482,"Well, I can't argue with the man who wrote ""Profiles in Courage.""","That's right, Liser. Academics are important, but you must also train your body with vigor. That's why I created the President's Council on Physical Fitness. Er, ah, yes.","Look Lisa, there's an opening. Well, hookers and Spiderman. Get up, Liser. That's right, Liser. Academics are important, but you must also train your body with vigor. That's why I created the President's Council on Physical Fitness. Er, ah, yes.",4.0,0.0
23483,Thanks. I'll see you in heaven.,"Yes, ahhh, wrote it. Uh, well, ah, good luck, Liser.","Well, hookers and Spiderman. Get up, Liser. That's right, Liser. Academics are important, but you must also train your body with vigor. That's why I created the President's Council on Physical Fitness. Er, ah, yes. Yes, ahhh, wrote it. Uh, well, ah, good luck, Liser.",4.0,0.0
